ID,board,player,winner
517.png,[0 1 0 2 2 1 0 1 2],X,1
518.png,[0 1 0 2 2 1 0 2 1],X,1
519.png,[0 1 0 2 2 1 0 2 2],O,1
520.png,[0 1 0 2 2 1 1 0 0],O,2
521.png,[0 1 0 2 2 1 1 0 2],X,2
522.png,[0 1 0 2 2 1 1 2 0],X,1
523.png,[0 1 0 2 2 1 2 0 1],X,1
524.png,[0 1 0 2 2 1 2 0 2],O,2
525.png,[0 1 0 2 2 1 2 1 0],X,1
526.png,[0 1 0 2 2 1 2 2 0],O,0
527.png,[0 1 0 2 2 1 2 2 2],X,1
528.png,[0 1 0 2 2 2 0 1 1],X,1
529.png,[0 1 0 2 2 2 0 1 2],O,0
530.png,[0 1 0 2 2 2 0 2 1],O,1
531.png,[0 1 0 2 2 2 1 0 1],X,2
532.png,[0 1 0 2 2 2 1 0 2],O,2
533.png,[0 1 0 2 2 2 1 1 0],X,1
534.png,[0 1 0 2 2 2 1 2 0],O,1
535.png,[0 1 0 2 2 2 1 2 2],X,1
536.png,[0 1 0 2 2 2 2 0 1],O,2
537.png,[0 1 0 2 2 2 2 1 0],O,0
538.png,[0 1 0 2 2 2 2 1 2],X,1
539.png,[0 1 0 2 2 2 2 2 1],X,1
540.png,[0 1 0 2 2 2 2 2 2],O,2
541.png,[0 1 1 0 0 1 1 0 2],X,1
542.png,[0 1 1 0 0 1 2 0 2],O,0
543.png,[0 1 1 0 0 1 2 2 2],X,1
544.png,[0 1 1 0 0 2 1 0 1],X,1
545.png,[0 1 1 0 0 2 1 0 2],O,1
546.png,[0 1 1 0 0 2 1 2 2],X,1
547.png,[0 1 1 0 0 2 2 0 1],O,0
548.png,[0 1 1 0 0 2 2 1 2],X,1
549.png,[0 1 1 0 0 2 2 2 1],X,1
550.png,[0 1 1 0 0 2 2 2 2],O,1
551.png,[0 1 1 0 1 0 2 0 1],X,1
552.png,[0 1 1 0 1 0 2 0 2],O,0
553.png,[0 1 1 0 1 0 2 2 0],O,0
554.png,[0 1 1 0 1 0 2 2 2],X,1
555.png,[0 1 1 0 1 1 2 0 0],X,1
556.png,[0 1 1 0 1 2 2 0 0],O,0
557.png,[0 1 1 0 1 2 2 0 2],X,1
558.png,[0 1 1 0 1 2 2 2 0],X,1
559.png,[0 1 1 0 2 0 1 0 1],X,1
560.png,[0 1 1 0 2 0 1 0 2],O,0
561.png,[0 1 1 0 2 0 1 1 0],X,1
562.png,[0 1 1 0 2 0 1 2 0],O,0
563.png,[0 1 1 0 2 0 1 2 2],X,1
564.png,[0 1 1 0 2 0 2 0 1],O,1
565.png,[0 1 1 0 2 0 2 1 0],O,0
566.png,[0 1 1 0 2 0 2 1 2],X,1
567.png,[0 1 1 0 2 0 2 2 1],X,1
568.png,[0 1 1 0 2 0 2 2 2],O,1
569.png,[0 1 1 0 2 1 1 0 0],X,1
570.png,[0 1 1 0 2 1 2 0 0],O,1
571.png,[0 1 1 0 2 1 2 0 2],X,1
572.png,[0 1 1 0 2 1 2 2 0],X,1
573.png,[0 1 1 0 2 2 1 0 0],O,0
574.png,[0 1 1 0 2 2 1 0 2],X,1
575.png,[0 1 1 0 2 2 1 2 0],X,1
576.png,[0 1 1 0 2 2 2 0 1],X,1
577.png,[0 1 1 0 2 2 2 0 2],O,1
578.png,[0 1 1 0 2 2 2 1 0],X,1
579.png,[0 1 1 0 2 2 2 2 0],O,1
580.png,[0 1 1 0 2 2 2 2 2],X,1
581.png,[0 1 1 1 0 0 0 1 2],X,1
582.png,[0 1 1 1 0 0 0 2 1],X,2
583.png,[0 1 1 1 0 0 0 2 2],O,2
584.png,[0 1 1 1 0 0 1 0 2],X,1
585.png,[0 1 1 1 0 0 2 0 1],X,2
586.png,[0 1 1 1 0 0 2 0 2],O,2
587.png,[0 1 1 1 0 0 2 2 2],X,1
588.png,[0 1 1 1 0 1 0 0 2],X,1
589.png,[0 1 1 1 0 2 0 0 1],X,2
590.png,[0 1 1 1 0 2 0 0 2],O,2
591.png,[0 1 1 1 0 2 0 2 2],X,1
592.png,[0 1 1 1 0 2 2 0 2],X,1
593.png,[0 1 1 1 1 0 0 0 2],X,1
594.png,[0 1 1 1 1 0 0 2 0],X,1
595.png,[0 1 1 1 1 0 2 0 0],X,1
596.png,[0 1 1 1 2 0 0 0 1],X,2
597.png,[0 1 1 1 2 0 0 0 2],O,2
598.png,[0 1 1 1 2 0 0 1 0],X,1
599.png,[0 1 1 1 2 0 0 2 0],O,1
600.png,[0 1 1 1 2 0 0 2 2],X,1
601.png,[0 1 1 1 2 0 1 0 0],X,1
602.png,[0 1 1 1 2 0 2 0 0],O,1
603.png,[0 1 1 1 2 0 2 0 2],X,1
604.png,[0 1 1 1 2 0 2 2 0],X,1
605.png,[0 1 1 1 2 2 0 0 2],X,1
606.png,[0 1 1 1 2 2 0 2 0],X,1
607.png,[0 1 1 1 2 2 2 0 0],X,1
608.png,[0 1 1 2 0 0 0 1 1],X,1
609.png,[0 1 1 2 0 0 0 1 2],O,1
610.png,[0 1 1 2 0 0 0 2 1],O,2
611.png,[0 1 1 2 0 0 1 0 1],X,1
612.png,[0 1 1 2 0 0 1 0 2],O,1
613.png,[0 1 1 2 0 0 1 2 2],X,1
614.png,[0 1 1 2 0 0 2 0 1],O,2
615.png,[0 1 1 2 0 0 2 1 2],X,1
616.png,[0 1 1 2 0 0 2 2 1],X,1
617.png,[0 1 1 2 0 0 2 2 2],O,1
618.png,[0 1 1 2 0 1 0 0 2],O,0
619.png,[0 1 1 2 0 1 0 2 2],X,1
620.png,[0 1 1 2 0 1 2 0 2],X,1
621.png,[0 1 1 2 0 2 0 0 1],O,0
622.png,[0 1 1 2 0 2 0 1 2],X,1
623.png,[0 1 1 2 0 2 0 2 1],X,1
624.png,[0 1 1 2 0 2 0 2 2],O,1
625.png,[0 1 1 2 0 2 1 0 2],X,1
626.png,[0 1 1 2 0 2 2 0 1],X,2
627.png,[0 1 1 2 0 2 2 0 2],O,2
628.png,[0 1 1 2 0 2 2 2 2],X,1
629.png,[0 1 1 2 1 0 0 0 1],X,1
630.png,[0 1 1 2 1 0 0 0 2],O,1
631.png,[0 1 1 2 1 0 0 2 0],O,0
632.png,[0 1 1 2 1 0 0 2 2],X,1
633.png,[0 1 1 2 1 0 2 0 0],O,0
634.png,[0 1 1 2 1 0 2 0 2],X,1
635.png,[0 1 1 2 1 0 2 2 0],X,0
636.png,[0 1 1 2 1 2 0 0 2],X,1
637.png,[0 1 1 2 1 2 0 2 0],X,1
638.png,[0 1 1 2 1 2 2 0 0],X,1
639.png,[0 1 1 2 2 0 0 0 1],O,2
640.png,[0 1 1 2 2 0 0 1 0],O,0
641.png,[0 1 1 2 2 0 0 1 2],X,1
642.png,[0 1 1 2 2 0 0 2 1],X,1
643.png,[0 1 1 2 2 0 0 2 2],O,1
644.png,[0 1 1 2 2 0 1 0 0],O,0
645.png,[0 1 1 2 2 0 1 0 2],X,1
646.png,[0 1 1 2 2 0 1 2 0],X,1
647.png,[0 1 1 2 2 0 2 0 1],X,1
648.png,[0 1 1 2 2 0 2 0 2],O,1
649.png,[0 1 1 2 2 0 2 1 0],X,1
650.png,[0 1 1 2 2 0 2 2 0],O,0
651.png,[0 1 1 2 2 0 2 2 2],X,1
652.png,[0 1 1 2 2 1 0 0 2],X,1
653.png,[0 1 1 2 2 1 0 2 0],X,1
654.png,[0 1 1 2 2 1 2 0 0],X,1
655.png,[0 1 1 2 2 2 0 0 1],X,1
656.png,[0 1 1 2 2 2 0 0 2],O,1
657.png,[0 1 1 2 2 2 0 1 0],X,1
658.png,[0 1 1 2 2 2 0 2 0],O,1
659.png,[0 1 1 2 2 2 0 2 2],X,1
660.png,[0 1 1 2 2 2 1 0 0],X,1
661.png,[0 1 1 2 2 2 2 0 0],O,1
662.png,[0 1 1 2 2 2 2 0 2],X,1
663.png,[0 1 1 2 2 2 2 2 0],X,1
664.png,[0 1 2 0 0 1 1 0 1],X,2
665.png,[0 1 2 0 0 1 1 0 2],O,2
666.png,[0 1 2 0 0 1 1 2 2],X,1
667.png,[0 1 2 0 0 1 2 0 1],O,0
668.png,[0 1 2 0 0 1 2 1 2],X,1
669.png,[0 1 2 0 0 1 2 2 1],X,1
670.png,[0 1 2 0 0 1 2 2 2],O,1
671.png,[0 1 2 0 0 2 1 0 1],O,2
672.png,[0 1 2 0 0 2 1 1 2],X,1
673.png,[0 1 2 0 0 2 1 2 1],X,1
674.png,[0 1 2 0 0 2 1 2 2],O,1
675.png,[0 1 2 0 0 2 2 1 1],X,1
676.png,[0 1 2 0 0 2 2 1 2],O,1
677.png,[0 1 2 0 0 2 2 2 1],O,1
678.png,[0 1 2 0 1 0 1 0 1],X,2
679.png,[0 1 2 0 1 0 1 0 2],O,0
680.png,[0 1 2 0 1 0 1 2 0],O,0
681.png,[0 1 2 0 1 0 1 2 2],X,0
682.png,[0 1 2 0 1 0 2 0 1],O,2
683.png,[0 1 2 0 1 0 2 2 1],X,1
684.png,[0 1 2 0 1 0 2 2 2],O,0
685.png,[0 1 2 0 1 1 1 0 0],X,2
686.png,[0 1 2 0 1 1 2 0 0],O,2
687.png,[0 1 2 0 1 1 2 0 2],X,1
688.png,[0 1 2 0 1 1 2 2 0],X,1
689.png,[0 1 2 0 1 2 1 0 0],O,0
690.png,[0 1 2 0 1 2 1 0 2],X,2
691.png,[0 1 2 0 1 2 1 2 0],X,0
692.png,[0 1 2 0 1 2 2 0 1],X,1
693.png,[0 1 2 0 1 2 2 0 2],O,2
694.png,[0 1 2 0 1 2 2 2 0],O,0
695.png,[0 1 2 0 1 2 2 2 2],X,1
696.png,[0 1 2 0 2 0 1 0 1],O,2
697.png,[0 1 2 0 2 0 1 1 0],O,0
698.png,[0 1 2 0 2 0 1 1 2],X,1
699.png,[0 1 2 0 2 0 1 2 1],X,1
700.png,[0 1 2 0 2 0 1 2 2],O,0
701.png,[0 1 2 0 2 0 2 1 1],X,1
702.png,[0 1 2 0 2 0 2 1 2],O,0
703.png,[0 1 2 0 2 0 2 2 1],O,1
704.png,[0 1 2 0 2 1 1 0 0],O,2
705.png,[0 1 2 0 2 1 1 0 2],X,2
706.png,[0 1 2 0 2 1 1 2 0],X,1
707.png,[0 1 2 0 2 1 2 0 1],X,1
708.png,[0 1 2 0 2 1 2 0 2],O,2
709.png,[0 1 2 0 2 1 2 1 0],X,1
710.png,[0 1 2 0 2 1 2 2 0],O,1
711.png,[0 1 2 0 2 1 2 2 2],X,1
712.png,[0 1 2 0 2 2 1 0 1],X,2
713.png,[0 1 2 0 2 2 1 0 2],O,2
714.png,[0 1 2 0 2 2 1 1 0],X,1
715.png,[0 1 2 0 2 2 1 2 0],O,0
716.png,[0 1 2 0 2 2 1 2 2],X,1
717.png,[0 1 2 0 2 2 2 0 1],O,2
718.png,[0 1 2 0 2 2 2 1 0],O,0
719.png,[0 1 2 0 2 2 2 1 2],X,1
720.png,[0 1 2 0 2 2 2 2 1],X,1
721.png,[0 1 2 0 2 2 2 2 2],O,1
722.png,[0 1 2 1 0 0 0 1 1],X,1
723.png,[0 1 2 1 0 0 0 1 2],O,1
724.png,[0 1 2 1 0 0 0 2 1],O,2
725.png,[0 1 2 1 0 0 1 0 1],X,2
726.png,[0 1 2 1 0 0 1 0 2],O,2
727.png,[0 1 2 1 0 0 1 2 2],X,1
728.png,[0 1 2 1 0 0 2 0 1],O,2
729.png,[0 1 2 1 0 0 2 1 2],X,1
730.png,[0 1 2 1 0 0 2 2 1],X,2
731.png,[0 1 2 1 0 0 2 2 2],O,2
732.png,[0 1 2 1 0 1 0 0 1],X,1
733.png,[0 1 2 1 0 1 0 0 2],O,1
734.png,[0 1 2 1 0 1 0 2 2],X,1
735.png,[0 1 2 1 0 1 2 0 2],X,1
736.png,[0 1 2 1 0 2 0 0 1],O,2
737.png,[0 1 2 1 0 2 0 1 2],X,1
738.png,[0 1 2 1 0 2 0 2 1],X,1
739.png,[0 1 2 1 0 2 0 2 2],O,1
740.png,[0 1 2 1 0 2 1 0 2],X,1
741.png,[0 1 2 1 0 2 2 0 1],X,2
742.png,[0 1 2 1 0 2 2 0 2],O,2
743.png,[0 1 2 1 0 2 2 2 2],X,1
744.png,[0 1 2 1 1 0 0 0 1],X,2
745.png,[0 1 2 1 1 0 0 0 2],O,2
746.png,[0 1 2 1 1 0 0 2 0],O,0
747.png,[0 1 2 1 1 0 0 2 2],X,2
748.png,[0 1 2 1 1 0 1 0 0],X,1
749.png,[0 1 2 1 1 0 2 0 0],O,1
750.png,[0 1 2 1 1 0 2 0 2],X,1
751.png,[0 1 2 1 1 0 2 2 0],X,1
752.png,[0 1 2 1 1 2 0 0 2],X,1
753.png,[0 1 2 1 1 2 0 2 0],X,1
754.png,[0 1 2 1 1 2 2 0 0],X,1
755.png,[0 1 2 1 2 0 0 0 1],O,2
756.png,[0 1 2 1 2 0 0 1 0],O,0
757.png,[0 1 2 1 2 0 0 1 2],X,1
758.png,[0 1 2 1 2 0 0 2 1],X,2
759.png,[0 1 2 1 2 0 0 2 2],O,2
760.png,[0 1 2 1 2 0 1 0 0],O,1
761.png,[0 1 2 1 2 0 1 0 2],X,1
762.png,[0 1 2 1 2 0 1 2 0],X,1
763.png,[0 1 2 1 2 0 2 0 1],X,2
764.png,[0 1 2 1 2 0 2 0 2],O,2
765.png,[0 1 2 1 2 0 2 1 0],X,1
766.png,[0 1 2 1 2 0 2 2 0],O,1
767.png,[0 1 2 1 2 0 2 2 2],X,1
768.png,[0 1 2 1 2 1 0 0 2],X,1
769.png,[0 1 2 1 2 1 0 2 0],X,1
770.png,[0 1 2 1 2 1 2 0 0],X,1
771.png,[0 1 2 1 2 2 0 0 1],X,2
772.png,[0 1 2 1 2 2 0 0 2],O,2
773.png,[0 1 2 1 2 2 0 1 0],X,1
774.png,[0 1 2 1 2 2 0 2 0],O,1
775.png,[0 1 2 1 2 2 0 2 2],X,1
776.png,[0 1 2 1 2 2 1 0 0],X,1
777.png,[0 1 2 1 2 2 2 0 0],O,1
778.png,[0 1 2 1 2 2 2 0 2],X,1
779.png,[0 1 2 1 2 2 2 2 0],X,1
780.png,[0 1 2 2 0 0 0 1 1],O,1
781.png,[0 1 2 2 0 0 1 0 1],O,2
782.png,[0 1 2 2 0 0 1 1 2],X,1
783.png,[0 1 2 2 0 0 1 2 1],X,1
784.png,[0 1 2 2 0 0 1 2 2],O,1
785.png,[0 1 2 2 0 0 2 1 1],X,1
786.png,[0 1 2 2 0 0 2 1 2],O,1
787.png,[0 1 2 2 0 0 2 2 1],O,2
788.png,[0 1 2 2 0 1 0 0 1],O,0
789.png,[0 1 2 2 0 1 0 1 2],X,1
790.png,[0 1 2 2 0 1 0 2 1],X,1
791.png,[0 1 2 2 0 1 0 2 2],O,1
792.png,[0 1 2 2 0 1 1 0 2],X,1
793.png,[0 1 2 2 0 1 2 0 1],X,2
794.png,[0 1 2 2 0 1 2 0 2],O,2
795.png,[0 1 2 2 0 1 2 2 2],X,1
796.png,[0 1 2 2 0 2 0 1 1],X,1
797.png,[0 1 2 2 0 2 0 1 2],O,1
798.png,[0 1 2 2 0 2 0 2 1],O,1
799.png,[0 1 2 2 0 2 1 0 1],X,2
800.png,[0 1 2 2 0 2 1 0 2],O,2
801.png,[0 1 2 2 0 2 1 2 2],X,1
802.png,[0 1 2 2 0 2 2 0 1],O,2
803.png,[0 1 2 2 0 2 2 1 2],X,1
804.png,[0 1 2 2 0 2 2 2 1],X,1
805.png,[0 1 2 2 0 2 2 2 2],O,1
806.png,[0 1 2 2 1 0 0 0 1],O,2
807.png,[0 1 2 2 1 0 0 2 1],X,1
808.png,[0 1 2 2 1 0 0 2 2],O,0
809.png,[0 1 2 2 1 0 1 0 0],O,0
810.png,[0 1 2 2 1 0 1 0 2],X,2
811.png,[0 1 2 2 1 0 1 2 0],X,1
812.png,[0 1 2 2 1 0 2 0 1],X,2
813.png,[0 1 2 2 1 0 2 0 2],O,2
814.png,[0 1 2 2 1 0 2 2 0],O,0
815.png,[0 1 2 2 1 0 2 2 2],X,2
816.png,[0 1 2 2 1 1 0 0 2],X,1
817.png,[0 1 2 2 1 1 0 2 0],X,1
818.png,[0 1 2 2 1 1 2 0 0],X,1
819.png,[0 1 2 2 1 2 0 0 1],X,1
820.png,[0 1 2 2 1 2 0 0 2],O,1
821.png,[0 1 2 2 1 2 0 2 0],O,0
822.png,[0 1 2 2 1 2 0 2 2],X,1
823.png,[0 1 2 2 1 2 1 0 0],X,2
824.png,[0 1 2 2 1 2 2 0 0],O,2
825.png,[0 1 2 2 1 2 2 0 2],X,1
826.png,[0 1 2 2 1 2 2 2 0],X,2
827.png,[0 1 2 2 2 0 0 1 1],X,1
828.png,[0 1 2 2 2 0 0 1 2],O,0
829.png,[0 1 2 2 2 0 0 2 1],O,2
830.png,[0 1 2 2 2 0 1 0 1],X,2
831.png,[0 1 2 2 2 0 1 0 2],O,2
832.png,[0 1 2 2 2 0 1 1 0],X,1
833.png,[0 1 2 2 2 0 1 2 0],O,1
834.png,[0 1 2 2 2 0 1 2 2],X,1
835.png,[0 1 2 2 2 0 2 0 1],O,2
836.png,[0 1 2 2 2 0 2 1 0],O,0
837.png,[0 1 2 2 2 0 2 1 2],X,1
838.png,[0 1 2 2 2 0 2 2 1],X,1
839.png,[0 1 2 2 2 0 2 2 2],O,2
840.png,[0 1 2 2 2 1 0 0 1],X,1
841.png,[0 1 2 2 2 1 0 0 2],O,1
842.png,[0 1 2 2 2 1 0 1 0],X,1
843.png,[0 1 2 2 2 1 0 2 0],O,1
844.png,[0 1 2 2 2 1 0 2 2],X,1
845.png,[0 1 2 2 2 1 1 0 0],X,1
846.png,[0 1 2 2 2 1 2 0 0],O,1
847.png,[0 1 2 2 2 1 2 0 2],X,1
848.png,[0 1 2 2 2 1 2 2 0],X,1
849.png,[0 1 2 2 2 2 0 0 1],O,2
850.png,[0 1 2 2 2 2 0 1 0],O,0
851.png,[0 1 2 2 2 2 0 1 2],X,1
852.png,[0 1 2 2 2 2 0 2 1],X,1
853.png,[0 1 2 2 2 2 0 2 2],O,1
854.png,[0 1 2 2 2 2 1 0 0],O,2
855.png,[0 1 2 2 2 2 1 0 2],X,2
856.png,[0 1 2 2 2 2 1 2 0],X,1
857.png,[0 1 2 2 2 2 2 0 1],X,2
858.png,[0 1 2 2 2 2 2 0 2],O,2
859.png,[0 1 2 2 2 2 2 1 0],X,1
860.png,[0 1 2 2 2 2 2 2 0],O,2
861.png,[0 1 2 2 2 2 2 2 2],X,1
862.png,[0 2 0 0 0 1 1 1 2],O,0
863.png,[0 2 0 0 0 1 1 2 1],O,0
864.png,[0 2 0 0 0 1 2 1 1],O,0
865.png,[0 2 0 0 1 0 1 1 2],O,0
866.png,[0 2 0 0 1 0 1 2 1],O,0
867.png,[0 2 0 0 1 0 2 1 1],O,0
868.png,[0 2 0 0 1 1 1 0 1],X,1
869.png,[0 2 0 0 1 1 1 0 2],O,2
870.png,[0 2 0 0 1 1 1 1 0],X,1
871.png,[0 2 0 0 1 1 1 2 0],O,2
872.png,[0 2 0 0 1 1 1 2 2],X,1
873.png,[0 2 0 0 1 1 2 0 1],O,1
874.png,[0 2 0 0 1 1 2 1 0],O,0
875.png,[0 2 0 0 1 1 2 1 2],X,1
876.png,[0 2 0 0 1 1 2 2 1],X,1
877.png,[0 2 0 0 1 1 2 2 2],O,1
878.png,[0 2 0 0 1 2 1 0 1],O,2
879.png,[0 2 0 0 1 2 1 1 0],O,0
880.png,[0 2 0 0 1 2 1 1 2],X,1
881.png,[0 2 0 0 1 2 1 2 1],X,1
882.png,[0 2 0 0 1 2 1 2 2],O,2
883.png,[0 2 0 0 1 2 2 1 1],X,1
884.png,[0 2 0 0 1 2 2 1 2],O,0
885.png,[0 2 0 0 1 2 2 2 1],O,1
886.png,[0 2 0 0 2 1 1 0 1],O,2
887.png,[0 2 0 0 2 1 1 1 0],O,1
888.png,[0 2 0 0 2 1 1 1 2],X,1
889.png,[0 2 0 0 2 1 1 2 1],X,1
890.png,[0 2 0 0 2 1 1 2 2],O,2
891.png,[0 2 0 0 2 1 2 1 1],X,1
892.png,[0 2 0 0 2 1 2 1 2],O,1
893.png,[0 2 0 0 2 1 2 2 1],O,1
894.png,[0 2 0 0 2 2 1 1 2],O,0
895.png,[0 2 0 0 2 2 1 2 1],O,0
896.png,[0 2 0 0 2 2 2 1 1],O,0
897.png,[0 2 0 1 0 0 1 1 2],O,0
898.png,[0 2 0 1 0 0 1 2 1],O,0
899.png,[0 2 0 1 0 0 2 1 1],O,0
900.png,[0 2 0 1 0 1 1 0 1],X,1
901.png,[0 2 0 1 0 1 1 0 2],O,1
902.png,[0 2 0 1 0 1 1 2 2],X,1
903.png,[0 2 0 1 0 1 2 0 1],O,1
904.png,[0 2 0 1 0 1 2 1 2],X,1
905.png,[0 2 0 1 0 1 2 2 1],X,1
906.png,[0 2 0 1 0 1 2 2 2],O,1
907.png,[0 2 0 1 0 2 1 0 1],O,2
908.png,[0 2 0 1 0 2 1 1 2],X,1
909.png,[0 2 0 1 0 2 1 2 1],X,1
910.png,[0 2 0 1 0 2 1 2 2],O,1
911.png,[0 2 0 1 0 2 2 1 1],X,1
912.png,[0 2 0 1 0 2 2 1 2],O,1
913.png,[0 2 0 1 0 2 2 2 1],O,1
914.png,[0 2 0 1 1 0 0 1 1],X,1
915.png,[0 2 0 1 1 0 0 1 2],O,0
916.png,[0 2 0 1 1 0 0 2 1],O,2
917.png,[0 2 0 1 1 0 1 0 1],X,1
918.png,[0 2 0 1 1 0 1 0 2],O,1
919.png,[0 2 0 1 1 0 1 2 2],X,1
920.png,[0 2 0 1 1 0 2 0 1],O,2
921.png,[0 2 0 1 1 0 2 1 2],X,1
922.png,[0 2 0 1 1 0 2 2 1],X,1
923.png,[0 2 0 1 1 0 2 2 2],O,1
924.png,[0 2 0 1 1 2 0 0 1],O,0
925.png,[0 2 0 1 1 2 0 1 0],O,0
926.png,[0 2 0 1 1 2 0 1 2],X,1
927.png,[0 2 0 1 1 2 0 2 1],X,1
928.png,[0 2 0 1 1 2 0 2 2],O,0
929.png,[0 2 0 1 1 2 1 0 0],O,0
930.png,[0 2 0 1 1 2 1 0 2],X,1
931.png,[0 2 0 1 1 2 1 2 0],X,1
932.png,[0 2 0 1 1 2 2 0 1],X,1
933.png,[0 2 0 1 1 2 2 0 2],O,0
934.png,[0 2 0 1 1 2 2 1 0],X,1
935.png,[0 2 0 1 1 2 2 2 0],O,0
936.png,[0 2 0 1 1 2 2 2 2],X,1
937.png,[0 2 0 1 2 0 0 1 1],O,1
938.png,[0 2 0 1 2 0 1 0 1],O,2
939.png,[0 2 0 1 2 0 1 1 2],X,1
940.png,[0 2 0 1 2 0 1 2 1],X,1
941.png,[0 2 0 1 2 0 1 2 2],O,1
942.png,[0 2 0 1 2 0 2 1 1],X,1
943.png,[0 2 0 1 2 0 2 1 2],O,1
944.png,[0 2 0 1 2 0 2 2 1],O,2
945.png,[0 2 0 1 2 1 0 0 1],O,0
946.png,[0 2 0 1 2 1 0 1 0],O,0
947.png,[0 2 0 1 2 1 0 1 2],X,1
948.png,[0 2 0 1 2 1 0 2 1],X,1
949.png,[0 2 0 1 2 1 0 2 2],O,0
950.png,[0 2 0 1 2 1 1 0 0],O,0
951.png,[0 2 0 1 2 1 1 0 2],X,1
952.png,[0 2 0 1 2 1 1 2 0],X,1
953.png,[0 2 0 1 2 1 2 0 1],X,1
954.png,[0 2 0 1 2 1 2 0 2],O,0
955.png,[0 2 0 1 2 1 2 1 0],X,1
956.png,[0 2 0 1 2 1 2 2 0],O,0
957.png,[0 2 0 1 2 1 2 2 2],X,1
958.png,[0 2 0 1 2 2 0 1 1],X,1
959.png,[0 2 0 1 2 2 0 1 2],O,1
960.png,[0 2 0 1 2 2 0 2 1],O,1
961.png,[0 2 0 1 2 2 1 0 1],X,1
962.png,[0 2 0 1 2 2 1 0 2],O,1
963.png,[0 2 0 1 2 2 1 1 0],X,1
964.png,[0 2 0 1 2 2 1 2 0],O,1
965.png,[0 2 0 1 2 2 1 2 2],X,1
966.png,[0 2 0 1 2 2 2 0 1],O,2
967.png,[0 2 0 1 2 2 2 1 0],O,1
968.png,[0 2 0 1 2 2 2 1 2],X,1
969.png,[0 2 0 1 2 2 2 2 1],X,1
970.png,[0 2 0 1 2 2 2 2 2],O,1
971.png,[0 2 0 2 0 1 1 0 1],O,2
972.png,[0 2 0 2 0 1 1 1 2],X,1
973.png,[0 2 0 2 0 1 1 2 1],X,1
974.png,[0 2 0 2 0 1 1 2 2],O,1
975.png,[0 2 0 2 0 1 2 1 1],X,1
976.png,[0 2 0 2 0 1 2 1 2],O,1
977.png,[0 2 0 2 0 1 2 2 1],O,1
978.png,[0 2 0 2 0 2 1 1 2],O,0
979.png,[0 2 0 2 0 2 1 2 1],O,0
980.png,[0 2 0 2 0 2 2 1 1],O,0
981.png,[0 2 0 2 1 0 0 1 1],O,0
982.png,[0 2 0 2 1 0 1 0 1],O,2
983.png,[0 2 0 2 1 0 1 1 2],X,1
984.png,[0 2 0 2 1 0 1 2 1],X,1
985.png,[0 2 0 2 1 0 1 2 2],O,1
986.png,[0 2 0 2 1 0 2 1 1],X,1
987.png,[0 2 0 2 1 0 2 1 2],O,0
988.png,[0 2 0 2 1 0 2 2 1],O,2
989.png,[0 2 0 2 1 1 0 0 1],O,0
990.png,[0 2 0 2 1 1 0 1 0],O,0
991.png,[0 2 0 2 1 1 0 1 2],X,1
992.png,[0 2 0 2 1 1 0 2 1],X,1
993.png,[0 2 0 2 1 1 0 2 2],O,0
994.png,[0 2 0 2 1 1 1 0 0],O,0
995.png,[0 2 0 2 1 1 1 0 2],X,1
996.png,[0 2 0 2 1 1 1 2 0],X,1
997.png,[0 2 0 2 1 1 2 0 1],X,1
998.png,[0 2 0 2 1 1 2 0 2],O,0
999.png,[0 2 0 2 1 1 2 1 0],X,1
1000.png,[0 2 0 2 1 1 2 2 0],O,0
1001.png,[0 2 0 2 1 1 2 2 2],X,1
1002.png,[0 2 0 2 1 2 0 1 1],X,1
1003.png,[0 2 0 2 1 2 0 1 2],O,0
1004.png,[0 2 0 2 1 2 0 2 1],O,1
1005.png,[0 2 0 2 1 2 1 0 1],X,1
1006.png,[0 2 0 2 1 2 1 0 2],O,2
1007.png,[0 2 0 2 1 2 1 1 0],X,1
1008.png,[0 2 0 2 1 2 1 2 0],O,1
1009.png,[0 2 0 2 1 2 1 2 2],X,1
1010.png,[0 2 0 2 1 2 2 0 1],O,2
1011.png,[0 2 0 2 1 2 2 1 0],O,0
1012.png,[0 2 0 2 1 2 2 1 2],X,1
1013.png,[0 2 0 2 1 2 2 2 1],X,1
1014.png,[0 2 0 2 1 2 2 2 2],O,2
1015.png,[0 2 0 2 2 0 1 1 2],O,0
1016.png,[0 2 0 2 2 0 1 2 1],O,0
1017.png,[0 2 0 2 2 0 2 1 1],O,0
1018.png,[0 2 0 2 2 1 0 1 1],X,1
1019.png,[0 2 0 2 2 1 0 1 2],O,1
1020.png,[0 2 0 2 2 1 0 2 1],O,1
1021.png,[0 2 0 2 2 1 1 0 1],X,1
1022.png,[0 2 0 2 2 1 1 0 2],O,2
1023.png,[0 2 0 2 2 1 1 1 0],X,1
1024.png,[0 2 0 2 2 1 1 2 0],O,1
1025.png,[0 2 0 2 2 1 1 2 2],X,1
1026.png,[0 2 0 2 2 1 2 0 1],O,1
1027.png,[0 2 0 2 2 1 2 1 0],O,1
1028.png,[0 2 0 2 2 1 2 1 2],X,1
1029.png,[0 2 0 2 2 1 2 2 1],X,1
1030.png,[0 2 0 2 2 1 2 2 2],O,1
1031.png,[0 2 0 2 2 2 0 1 1],O,1
1032.png,[0 2 0 2 2 2 1 0 1],O,2
